date, pm25, pm10, o3, no2, so2, co
2021/1/20, 26, 19, 34, 5, 1, 3
2021/1/21, 40, 17, 31, 6, , 3
2021/1/22, 43, 14, 37, 4, 1, 4
2021/1/23, 26, 21, 37, 3, 1, 3
2021/1/24, 39, 19, 33, 2, 1, 
2021/1/25, 27, 10, 36, 3, 1, 3
2021/1/26, 19, 21, 37, 4, 1, 3
2021/1/27, 46, 36, , 4, 1, 4
2021/1/28, 54, 22, 31, 2, 1, 4
2021/1/29, 33, 43, 38, 7, 1, 3
2021/1/30, 53, 28, 40, 4, 1, 3
2021/1/31, 39, 27, 37, 5, 2, 5
2021/2/1, 47, 38, 35, 3, 1, 4
2021/2/2, 61, 31, 39, 5, 1, 3
2021/2/3, 52, 42, 41, 5, 1, 4
2021/2/4, 76, 20, 30, 8, 1, 3
2021/2/5, 38, 16, 40, 5, 1, 3
2021/2/6, 33, 65, 51, 8, 2, 6
2021/2/7, 131, 22, 35, 3, 1, 3
2021/2/8, 30, 17, 32, 5, 1, 3
2021/2/9, 33, 17, 36, 8, 1, 3
2021/2/10, 35, 33, 46, 7, 2, 4
2021/2/11, 66, 37, 45, 5, 2, 4
2021/2/12, 74, 36, 62, 8, 3, 5
2021/2/13, 77, 19, 36, 5, 2, 4
2021/2/14, 39, 19, 39, 3, 1, 3
2021/2/15, 36, 20, 37, 3, 1, 4
2021/2/16, 30, 16, 35, 2, 1, 2
2021/2/17, 33, 16, 35, 2, , 2
2021/2/18, 28, 21, 46, 5, 1, 3
2021/2/19, 42, 44, 54, 7, 2, 4
2021/2/20, 72, 34, 48, 4, 1, 3
2021/2/21, 57, 38, 47, 5, 1, 3
2021/2/22, 53, 12, 40, 2, , 1
2021/2/23, 10, 28, 39, 6, 1, 3
2021/2/24, 44, 24, 36, 5, , 4
2021/2/25, 48, 16, 37, 2, 1, 3
2021/2/26, 28, 27, 37, , 1, 3
2021/2/27, 47, 25, 36, 5, 1, 3
2021/2/28, 47, 25, 35, 3, 1, 5
2021/3/1, 25, 13, 35, 2, 1, 4
2021/3/2, 24, 19, 36, 4, 1, 3
2021/3/3, 38, 15, 32, 5, , 4
2021/3/4, 33, 15, 39, 5, , 4
2021/3/5, 42, 32, 39, 5, 1, 4
2021/3/6, 65, 34, 40, 5, 1, 4
2021/3/7, 73, 37, 43, 5, 1, 4
2021/3/8, 86, 27, 43, 6, , 4
2021/3/9, 63, 47, 57, 6, 1, 4
2021/3/10, 103, 35, 43, 6, 1, 4
2021/3/11, 64, 15, 44, 4, 1, 4
2021/3/12, 44, 20, 44, 5, , 4
2021/3/13, 57, 32, 53, 6, 1, 4
2021/3/14, 85, 31, 55, 6, 1, 4
2021/3/15, 80, 33, 48, 5, , 5
2021/3/16, 55, 43, 47, 5, 1, 3
2021/3/17, 50, 51, 41, 4, , 3
2021/3/18, 56, 37, 38, 3, 1, 4
2021/3/19, 55, 14, 35, 5, 1, 4
2021/3/20, 33, 36, 43, 3, 1, 4
2021/3/21, 58, 30, 42, 4, 1, 2
2021/3/22, 39, 63, 51, 7, 1, 3
2021/3/23, 61, 39, 45, 6, 1, 
2021/3/24, 44, 39, 62, 7, 1, 3
2021/3/25, 57, 44, 76, 9, 1, 3
2021/3/26, 68, 29, 47, 5, 2, 3
2021/3/27, 43, 42, 60, 6, , 4
2021/3/28, 107, 238, 50, 7, 1, 5
2021/3/29, 165, 207, 41, 8, 1, 2
2021/3/30, 135, 67, 50, 6, 1, 2
2021/3/31, 62, 55, 42, 4, , 
2020/10/1, 50, 19, 41, 2, 1, 2
2020/10/2, 39, 19, 41, 3, 1, 2
2020/10/3, 46, 18, 44, 2, , 2
2020/10/4, 46, 22, 31, 2, 1, 1
2020/10/5, 38, 16, 33, 3, 1, 2
2020/10/6, 26, 20, 40, 3, 1, 
2020/10/7, 36, 23, 35, 2, , 2
2020/10/8, 30, 24, 41, 2, , 2
2020/10/9, 34, 25, 43, 4, 1, 3
2020/10/10, 45, 26, 37, 3, , 
2020/10/11, 41, 25, 51, 3, 1, 2
2020/10/12, 55, 20, 38, 3, , 2
2020/10/13, 34, 20, 46, 4, 1, 2
2020/10/14, 38, 21, 40, 5, 1, 2
2020/10/15, 35, 21, 39, 5, 1, 2
2020/10/16, 43, 22, 45, 4, 1, 2
2020/10/17, 46, 26, 51, 4, 1, 2
2020/10/18, 66, 25, 53, 5, 1, 3
2020/10/19, 59, 33, 44, 4, 1, 2
2020/10/20, 53, 22, 35, 4, 2, 2
2020/10/21, 44, 36, 51, 3, 1, 3
2020/10/22, 60, 32, 33, 2, 1, 2
2020/10/23, 41, 18, 36, 2, 1, 2
2020/10/24, 27, 22, 45, 4, 1, 3
2020/10/25, 40, 22, 48, 5, 1, 3
2020/10/26, 48, 24, 50, 5, 1, 3
2020/10/27, 58, 36, 62, 6, 1, 3
2020/10/28, 72, 16, 39, 3, 1, 2
2020/10/29, 24, 22, 49, 4, 1, 2
2020/10/30, 42, 22, 35, 3, , 2
2020/10/31, 36, 20, 39, 4, 1, 2
2020/11/1, 26, 39, 40, 4, 1, 3
2020/11/2, 65, 32, 32, 3, , 2
2020/11/3, 42, 19, 33, 3, 1, 
2020/11/4, 28, 11, 30, 4, 1, 2
2020/11/5, 22, 26, 24, 5, 1, 3
2020/11/6, 59, 25, 46, 3, 1, 2
2020/11/7, 58, 53, 49, 3, 2, 3
2020/11/8, 68, 18, 32, 3, 1, 2
2020/11/9, 28, 19, 37, 4, 1, 2
2020/11/10, 36, 21, 38, 6, , 2
2020/11/11, 48, 19, 39, 5, 1, 2
2020/11/12, 48, 15, 44, 4, , 2
2020/11/13, 39, 35, 46, 5, 1, 3
2020/11/14, 71, 24, 35, 4, , 2
2020/11/15, 46, 23, 31, 4, 1, 3
2020/11/16, 54, 19, 31, 4, 1, 3
2020/11/17, 41, 32, 35, 2, 1, 3
2020/11/18, 39, 24, 29, 3, 2, 6
2020/11/19, 32, 19, 30, 3, 1, 4
2020/11/20, 48, 19, 28, 4, 1, 2
2020/11/21, 38, 16, 30, 3, 1, 3
2020/11/22, 36, 19, 28, 2, 1, 2
2020/11/23, 40, 14, 32, 3, 1, 1
2020/11/24, 28, 11, 34, 3, 1, 2
2020/11/25, 23, 26, 31, 6, 1, 3
2020/11/26, 70, 26, 31, 3, 1, 2
2020/11/27, 61, 19, 28, 2, 1, 1
2020/11/28, 32, 14, 28, 3, 1, 1
2020/11/29, 35, 16, 30, 3, 1, 2
2020/11/30, 43, 15, 33, 4, 1, 2
2020/12/1, 36, 17, 32, 7, 1, 2
2020/12/2, 43, 15, 32, 3, , 2
2020/12/3, 34, 13, 31, 2, 1, 2
2020/12/4, 27, 16, 32, 3, 1, 2
2020/12/5, 33, 17, 35, 4, 1, 2
2020/12/6, 39, 24, 36, 4, 1, 3
2020/12/7, 61, 32, 33, 4, 1, 3
2020/12/8, 77, 27, 24, 9, 1, 4
2020/12/9, 76, 15, 31, 7, 1, 3
2020/12/10, 40, 14, 31, 5, , 3
2020/12/11, 39, 34, 36, 5, 1, 4
2020/12/12, 79, 32, 40, 5, 1, 3
2020/12/13, 70, 12, 25, 3, 1, 2
2020/12/14, 23, 12, 25, 4, 1, 2
2020/12/15, 34, 12, 25, 4, 1, 2
2020/12/16, 31, 12, 27, 3, 1, 
2020/12/17, 27, 23, 31, 5, 1, 4
2020/12/18, 50, 17, 29, 2, 1, 2
2020/12/19, 21, 14, 31, 3, 1, 3
2020/12/20, 27, 29, 33, 5, 2, 3
2020/12/21, 64, 34, 40, 7, 1, 4
2020/12/22, 79, 26, 41, 7, 1, 3
2020/12/23, 63, 36, 40, 4, 1, 3
2020/12/24, 63, 30, 31, 2, 1, 2
2020/12/25, 36, 20, 30, 4, 1, 3
2020/12/26, 28, 14, 28, 3, 1, 3
2020/12/27, 24, 16, 34, 3, , 3
2020/12/28, 26, 22, 32, 4, 1, 4
2020/12/29, 39, 10, 28, 1, , 2
2020/7/1, 39, 16, 36, 5, 1, 2
2020/7/2, 42, 19, 36, 4, 1, 3
2020/7/3, 46, 15, 32, 4, 1, 2
2020/7/4, 39, 16, 33, 4, , 3
2020/7/5, 34, 12, 30, 4, 1, 3
2020/7/6, 27, 15, 39, 3, 1, 3
2020/7/7, 29, 18, 41, 3, 1, 3
2020/7/8, 45, 18, 31, 3, 1, 3
2020/7/9, 40, 25, 34, 2, 1, 3
2020/7/10, 33, 37, 39, 3, 1, 4
2020/7/11, 81, 13, 33, 2, 1, 3
2020/7/12, 35, 21, 38, 2, 1, 4
2020/7/13, 35, 12, 28, 2, 1, 3
2020/7/14, 31, 13, 34, 4, , 
2020/7/15, 32, 12, 30, 2, 1, 3
2020/7/16, 39, 18, 38, 3, , 3
2020/7/17, 53, 22, 24, 4, 1, 4
2020/7/18, 50, 18, 21, 2, 1, 3
2020/7/19, 36, 22, 27, 3, 1, 4
2020/7/20, 37, 24, 30, 5, 1, 4
2020/7/21, 48, 6, 20, 2, 1, 3
2020/7/22, 18, 12, 37, 2, 1, 3
2020/7/23, 22, 18, 36, 1, 1, 3
2020/7/24, 40, 22, 35, 3, 1, 3
2020/7/25, 48, 20, 53, 2, 1, 3
2020/7/26, 51, 21, 28, 4, , 3
2020/7/27, 51, 14, 19, 2, 1, 3
2020/7/28, 13, 13, 18, 2, , 3
2020/7/29, 19, 16, 16, 3, 1, 3
2020/7/30, 29, 13, 17, 2, , 3
2020/7/31, 23, 29, 14, 2, 1, 2
2020/8/1, 60, 39, 15, 1, 1, 3
2020/8/2, 81, 37, 15, 1, 1, 3
2020/8/3, 79, 55, 13, 1, 3, 2
2020/8/4, 120, 36, 12, 2, 1, 3
2020/8/5, 59, 49, 13, 2, 1, 3
2020/8/6, 94, 54, 14, 2, 3, 
2020/8/7, 110, 22, 19, 2, , 3
2020/8/8, 30, 19, 15, 1, 1, 3
2020/8/9, 17, 20, 26, 1, 1, 
2020/8/10, 28, 27, 17, 2, 1, 3
2020/8/11, 36, 25, 22, 2, , 
2020/8/12, 26, 19, 22, 1, , 3
2020/8/13, 23, 19, 23, 3, 1, 
2020/8/14, 23, 14, 21, 2, 1, 3
2020/8/15, 17, 17, 20, 2, 1, 3
2020/8/16, 37, 19, 25, 3, 1, 2
2020/8/17, 50, 27, 24, 3, 1, 2
2020/8/18, 69, 28, 24, 3, 1, 2
2020/8/19, 70, 25, 24, 4, , 2
2020/8/20, 63, 23, 34, 3, , 3
2020/8/21, 59, 29, 32, 4, , 4
2020/8/22, 65, 20, 30, 4, 1, 4
2020/8/23, 54, 33, 16, 3, 1, 3
2020/8/24, 71, 38, 13, 1, 2, 3
2020/8/25, 51, , , , , 
2020/8/27, 20, 16, 23, 3, 1, 3
2020/8/28, 18, 14, 17, 2, 2, 
2020/8/29, 16, 16, 22, 2, 1, 
2020/8/30, 27, 15, 32, 2, 1, 3
2020/8/31, 31, 19, 24, 3, 1, 4
2020/9/1, 26, , , , , 
2020/9/3, 44, 25, 60, 3, 1, 4
2020/9/4, 42, 14, 45, 3, , 3
2020/9/5, 47, 5, 37, 2, 1, 3
2020/9/6, 11, 1, 32, 1, 1, 3
2020/9/8, 72, 27, 55, 2, 1, 3
2020/9/9, 59, 17, 46, 3, 1, 3
2020/9/10, 40, 22, 43, 4, 1, 3
2020/9/11, 52, 14, 37, 2, 1, 4
2020/9/12, 31, 11, 31, 2, 1, 3
2020/9/13, 17, 12, 34, 2, , 3
2020/9/14, 20, 12, 45, 2, , 
2020/9/15, 17, 6, 37, 2, 1, 3
2020/9/16, 9, 16, 48, 3, 1, 3
2020/9/17, 21, 13, 41, 3, 1, 3
2020/9/18, 24, 12, 37, 3, 1, 2
2020/9/19, 14, 16, 44, 2, 1, 2
2020/9/20, 31, 21, 46, 3, 1, 3
2020/9/21, 43, 18, 30, 2, 1, 3
2020/9/22, 26, 17, 28, 2, , 3
2020/9/23, 20, 21, 32, 3, , 
2020/9/24, 28, 20, 38, 3, 1, 2
2020/9/25, 40, 19, 32, 3, 1, 2
2020/9/26, 34, 20, 35, 2, , 2
2020/9/27, 33, 21, 35, 2, 1, 
2020/9/28, 34, 19, 45, 3, 1, 
2020/9/29, 37, 27, 35, 3, 1, 3
2020/9/30, 60, 23, 41, 2, 1, 2
2020/6/22, 62, 23, 38, 3, 1, 2
2020/6/23, 57, 19, 34, 3, 1, 3
2020/6/24, 31, 22, 39, 4, , 4
2020/6/25, 59, 19, 45, 4, 1, 3
2020/6/26, 46, 26, 35, 5, 1, 3
2020/6/27, 54, 27, 43, 5, 1, 3
2020/6/28, 61, 31, 34, 4, , 3
2020/6/29, 62, 23, 43, 2, 1, 3
2020/6/30, 46, 17, 42, 3, 1, 2
2024/12/31, , 24, 36, 3, 1, 2
2024/11/7, , 19, 31, 3, 1, 1
2023/8/13, , 18, 35, 2, 1, 3
2023/5/29, , 5, 32, 2, 1, 4
2022/8/11, , 11, 46, 1, 1, 4
2021/1/3, , 35, 35, 4, 2, 3
2020/12/30, , 10, 28, 2, 1, 3
2020/12/31, , 16, 29, 2, 1, 2
2021/1/1, , 20, 32, 3, 1, 3
2021/1/2, , 38, 33, 3, 1, 3
2020/8/26, , 20, 28, 3, 1, 4
2020/9/2, , 26, 35, 3, 1, 4
2020/9/7, , 38, 56, 2, 1, 5
2020/6/21, , 26, 40, 4, 1, 2
