date,stn_id,rain_dur,rain_d99,rain_yn
20250104,243,-9.0,-9.0,False
20250104,244,-9.0,-9.0,False
20250104,245,-9.0,-9.0,False
20250104,247,-9.0,-9.0,False
20250104,248,-9.0,-9.0,False
20250104,251,-9.0,-9.0,False
20250104,252,-9.0,-9.0,False
20250104,253,-9.0,-9.0,False
20250104,254,-9.0,-9.0,False
20250104,255,-9.0,-9.0,False
20250104,257,-9.0,-9.0,False
20250104,258,-9.0,-9.0,False
20250104,259,-9.0,-9.0,False
20250104,260,-9.0,-9.0,False
20250104,261,-9.0,-9.0,False
20250104,262,-9.0,-9.0,False
20250104,263,-9.0,-9.0,False
20250104,264,-9.0,-9.0,False
20250104,266,-9.0,-9.0,False
20250104,268,-9.0,-9.0,False
20250104,271,-9.0,-9.0,False
20250104,272,-9.0,-9.0,False
20250104,273,-9.0,-9.0,False
20250104,276,-9.0,-9.0,False
20250104,277,-9.0,-9.0,False
20250104,278,-9.0,-9.0,False
20250104,279,-9.0,-9.0,False
20250104,281,-9.0,-9.0,False
20250104,283,-9.0,-9.0,False
20250104,284,-9.0,-9.0,False
20250104,285,-9.0,-9.0,False
20250104,288,-9.0,-9.0,False
20250104,289,-9.0,-9.0,False
20250104,294,-9.0,-9.0,False
20250104,295,-9.0,-9.0,False
20250104,296,-9.0,-9.0,False
20250105,90,-9.0,-9.0,False
20250105,93,10.08,6.6,True
20250105,95,-9.0,2.0,True
20250105,98,-9.0,-9.0,False
20250105,99,-9.0,-9.0,False
20250105,100,-9.0,-9.0,False
20250105,101,-9.0,7.5,True
20250105,102,1.67,-9.0,True
20250105,104,2.08,0.6,True
20250105,105,-9.0,-9.0,False
20250105,106,-9.0,-9.0,False
20250105,108,9.0,5.3,True
20250105,112,7.5,5.1,True
20250105,114,-9.0,-9.0,False
20250105,115,-9.0,-9.0,False
20250105,119,5.32,4.2,True
20250105,121,-9.0,-9.0,False
20250105,127,-9.0,-9.0,False
20250105,129,-9.0,5.3,True
20250105,130,-9.0,-9.0,False
20250105,131,7.5,0.6,True
20250105,133,3.63,1.2,True
20250105,135,-9.0,-9.0,False
20250105,136,0.75,1.1,True
20250105,137,-9.0,-9.0,False
20250105,138,-9.0,-9.0,False
20250105,140,-9.0,-9.0,False
20250105,143,-9.0,-9.0,False
20250105,146,4.83,2.4,True
20250105,152,0.42,-9.0,True
20250105,155,5.48,-9.0,True
20250105,156,6.73,-9.0,True
20250105,159,5.22,0.0,True
20250105,162,-9.0,-9.0,False
20250105,165,6.97,3.6,True
20250105,168,7.87,2.6,True
20250105,169,5.98,-9.0,True
20250105,170,-9.0,-9.0,False
20250105,172,-9.0,-9.0,False
20250105,174,-9.0,-9.0,False
20250105,177,3.0,1.6,True
20250105,181,-9.0,-9.0,False
20250105,184,11.82,6.6,True
20250105,185,-9.0,-9.0,False
20250105,188,-9.0,-9.0,False
20250105,189,5.02,0.3,True
20250105,192,-9.0,0.0,False
20250105,201,-9.0,-9.0,False
20250105,202,-9.0,-9.0,False
20250105,203,-9.0,-9.0,False
20250105,211,-9.0,-9.0,False
20250105,212,-9.0,-9.0,False
20250105,216,-9.0,-9.0,False
20250105,217,-9.0,-9.0,False
20250105,221,-9.0,-9.0,False
20250105,226,-9.0,-9.0,False
20250105,232,-9.0,-9.0,False
20250105,235,-9.0,-9.0,False
20250105,236,-9.0,-9.0,False
20250105,238,-9.0,-9.0,False
20250105,239,-9.0,-9.0,False
20250105,243,-9.0,-9.0,False
20250105,244,-9.0,-9.0,False
20250105,245,-9.0,-9.0,False
20250105,247,-9.0,-9.0,False
20250105,248,-9.0,-9.0,False
20250105,251,-9.0,-9.0,False
20250105,252,-9.0,-9.0,False
20250105,253,-9.0,-9.0,False
20250105,254,-9.0,-9.0,False
20250105,255,-9.0,-9.0,False
20250105,257,-9.0,-9.0,False
20250105,258,-9.0,-9.0,False
20250105,259,-9.0,-9.0,False
20250105,260,-9.0,-9.0,False
20250105,261,-9.0,-9.0,False
20250105,262,-9.0,-9.0,False
20250105,263,-9.0,-9.0,False
20250105,264,-9.0,-9.0,False
20250105,266,-9.0,-9.0,False
20250105,268,-9.0,-9.0,False
20250105,271,-9.0,-9.0,False
20250105,272,-9.0,-9.0,False
20250105,273,-9.0,-9.0,False
20250105,276,-9.0,-9.0,False
20250105,277,-9.0,-9.0,False
20250105,278,-9.0,-9.0,False
20250105,279,-9.0,-9.0,False
20250105,281,-9.0,-9.0,False
20250105,283,-9.0,-9.0,False
20250105,284,-9.0,-9.0,False
20250105,285,-9.0,-9.0,False
20250105,288,-9.0,-9.0,False
20250105,289,-9.0,-9.0,False
20250105,294,-9.0,-9.0,False
20250105,295,-9.0,-9.0,False
20250105,296,5.53,-9.0,True
20250106,90,-9.0,-9.0,False
20250106,93,6.08,0.5,True
20250106,95,-9.0,0.5,True
20250106,98,-9.0,-9.0,False
20250106,99,-9.0,-9.0,False
20250106,100,-9.0,-9.0,False
20250106,101,-9.0,0.3,True
20250106,102,2.25,-9.0,True
20250106,104,3.0,0.0,True
20250106,105,-9.0,-9.0,False
20250106,106,-9.0,-9.0,False
20250106,108,3.03,0.0,True
20250106,112,1.58,-9.0,True
20250106,114,-9.0,-9.0,False
20250106,115,8.17,9.0,True
20250106,119,1.68,-9.0,True
20250106,121,-9.0,-9.0,False
20250106,127,-9.0,-9.0,False
20250106,129,-9.0,0.0,False
20250106,130,-9.0,-9.0,False
20250106,131,6.08,0.1,True
20250106,133,3.98,0.9,True
20250106,135,-9.0,-9.0,False
20250106,136,4.73,0.3,True
20250106,137,-9.0,-9.0,False
20250106,138,0.25,0.0,True
20250106,140,-9.0,-9.0,False
20250106,143,0.5,-9.0,True
20250106,146,3.58,0.8,True
20250106,152,0.17,-9.0,True
20250106,155,0.58,-9.0,True
20250106,156,10.77,-9.0,True
20250106,159,0.85,0.0,True
20250106,162,-9.0,-9.0,False
20250106,165,5.85,2.1,True
20250106,168,0.95,0.0,True
20250106,169,1.0,-9.0,True
20250106,170,-9.0,-9.0,False
20250106,172,-9.0,-9.0,False
20250106,174,-9.0,-9.0,False
20250106,177,3.0,0.0,True
20250106,181,-9.0,-9.0,False
20250106,184,7.0,0.2,True
20250106,185,-9.0,-9.0,False
20250106,188,-9.0,-9.0,False
20250106,189,8.73,0.0,True
20250106,192,-9.0,0.0,False
20250106,201,-9.0,-9.0,False
20250106,202,-9.0,-9.0,False
20250106,203,-9.0,-9.0,False
20250106,211,-9.0,-9.0,False
20250106,212,-9.0,-9.0,False
20250106,216,-9.0,-9.0,False
20250106,217,-9.0,-9.0,False
20250106,221,-9.0,-9.0,False
20250106,226,-9.0,-9.0,False
20250106,232,-9.0,-9.0,False
20250106,235,-9.0,-9.0,False
20250106,236,-9.0,-9.0,False
20250106,238,-9.0,-9.0,False
20250106,239,-9.0,-9.0,False
20250106,243,-9.0,-9.0,False
20250106,244,-9.0,-9.0,False
20250106,245,-9.0,-9.0,False
20250106,247,-9.0,-9.0,False
20250106,248,-9.0,-9.0,False
20250106,251,-9.0,-9.0,False
20250106,252,-9.0,-9.0,False
20250106,253,-9.0,-9.0,False
20250106,254,-9.0,-9.0,False
20250106,255,-9.0,-9.0,False
20250106,257,-9.0,-9.0,False
20250106,258,-9.0,-9.0,False
20250106,259,-9.0,-9.0,False
20250106,260,-9.0,-9.0,False
20250106,261,-9.0,-9.0,False
20250106,262,-9.0,-9.0,False
20250106,263,-9.0,-9.0,False
20250106,264,-9.0,-9.0,False
20250106,266,-9.0,-9.0,False
20250106,268,-9.0,-9.0,False
20250106,271,-9.0,-9.0,False
20250106,272,-9.0,-9.0,False
20250106,273,-9.0,-9.0,False
20250106,276,-9.0,-9.0,False
20250106,277,-9.0,-9.0,False
20250106,278,-9.0,-9.0,False
20250106,279,-9.0,-9.0,False
20250106,281,-9.0,-9.0,False
20250106,283,-9.0,-9.0,False
20250106,284,-9.0,-9.0,False
20250106,285,-9.0,-9.0,False
20250106,288,-9.0,-9.0,False
20250106,289,-9.0,-9.0,False
20250106,294,-9.0,-9.0,False
20250106,295,-9.0,-9.0,False
20250106,296,-9.0,-9.0,False
20250107,90,-9.0,-9.0,False
20250107,93,-9.0,-9.0,False
20250107,95,-9.0,-9.0,False
20250107,98,-9.0,-9.0,False
20250107,99,-9.0,-9.0,False
20250107,100,-9.0,-9.0,False
20250107,101,-9.0,-9.0,False
20250107,102,8.42,-9.0,True
20250107,104,-9.0,-9.0,False
20250107,105,-9.0,-9.0,False
20250107,106,-9.0,-9.0,False
20250107,108,1.0,0.1,True
20250107,112,-9.0,-9.0,False
20250107,114,-9.0,-9.0,False
20250107,115,12.75,0.6,True
20250107,119,0.92,0.0,True
20250107,121,-9.0,-9.0,False
20250107,127,-9.0,-9.0,False
20250107,129,-9.0,1.1,True
20250107,130,-9.0,-9.0,False
20250107,131,7.25,0.6,True
20250107,133,2.92,0.5,True
20250107,135,-9.0,-9.0,False
20250107,136,-9.0,-9.0,False
20250107,137,-9.0,-9.0,False
20250107,138,-9.0,-9.0,False
20250107,140,-9.0,-9.0,False
20250107,143,-9.0,-9.0,False
20250107,146,6.67,6.3,True
20250107,152,-9.0,-9.0,False
20250107,155,0.18,-9.0,True
20250107,156,15.73,-9.0,True
20250107,159,0.25,0.0,True
20250107,162,-9.0,-9.0,False
20250107,165,8.92,0.1,True
20250107,168,6.7,0.0,True
20250107,169,4.18,-9.0,True
20250107,170,-9.0,-9.0,False
20250107,172,-9.0,-9.0,False
20250107,174,-9.0,-9.0,False
20250107,177,3.42,0.0,True
20250107,181,-9.0,-9.0,False
20250107,184,8.0,0.0,True
20250107,185,-9.0,-9.0,False
20250107,188,-9.0,-9.0,False
20250107,189,14.67,0.0,True
20250107,192,-9.0,0.1,True
20250107,201,-9.0,-9.0,False
20250107,202,-9.0,-9.0,False
20250107,203,-9.0,-9.0,False
20250107,211,-9.0,-9.0,False
20250107,212,-9.0,-9.0,False
20250107,216,-9.0,-9.0,False
20250107,217,-9.0,-9.0,False
20250107,221,-9.0,-9.0,False
20250107,226,-9.0,-9.0,False
20250107,232,-9.0,-9.0,False
20250107,235,-9.0,-9.0,False
20250107,236,-9.0,-9.0,False
20250107,238,-9.0,-9.0,False
20250107,239,-9.0,-9.0,False
20250107,243,-9.0,-9.0,False
20250107,244,-9.0,-9.0,False
20250107,245,-9.0,-9.0,False
20250107,247,-9.0,-9.0,False
20250107,248,-9.0,-9.0,False
20250107,251,-9.0,-9.0,False
20250107,252,-9.0,-9.0,False
20250107,253,-9.0,-9.0,False
20250107,254,-9.0,-9.0,False
20250107,255,-9.0,-9.0,False
20250107,257,-9.0,-9.0,False
20250107,258,-9.0,-9.0,False
20250107,259,-9.0,-9.0,False
20250107,260,-9.0,-9.0,False
20250107,261,-9.0,-9.0,False
20250107,262,-9.0,-9.0,False
20250107,263,-9.0,-9.0,False
20250107,264,-9.0,-9.0,False
20250107,266,-9.0,-9.0,False
20250107,268,-9.0,-9.0,False
